gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
Female,Has relevent experience,Part time course,Graduate,STEM,2,,,1,95,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,31,Remain
Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,97,Remain
Male,No relevent experience,no_enrollment,Primary School,,3,,,never,16,Remain
Male,No relevent experience,no_enrollment,Primary School,,4,,,never,14,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,206,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Funded Startup,1,204,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,116,Remain
,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,161,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,16,Remain
Male,Has relevent experience,Full time course,Masters,STEM,15,,,1,100,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,107,Remain
Male,Has relevent experience,Part time course,Masters,STEM,11,,,1,17,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,140,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,75,Remain
,Has relevent experience,no_enrollment,High School,,6,,,1,59,Remain
,Has relevent experience,no_enrollment,High School,,6,50-99,,1,146,Remain
,No relevent experience,no_enrollment,,,3,,,never,302,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,42,Churn
,Has relevent experience,no_enrollment,Graduate,No Major,14,,Pvt Ltd,1,131,Remain
,Has relevent experience,Part time course,High School,,9,,,4,74,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,22,Remain
,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,53,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,143,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,Remain
Male,Has relevent experience,no_enrollment,High School,,11,500-999,Pvt Ltd,1,7,Remain
Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,182,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,Remain
Male,Has relevent experience,no_enrollment,High School,,2,50-99,Public Sector,1,82,Remain
Male,Has relevent experience,,Graduate,STEM,2,10000+,Pvt Ltd,1,58,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,94,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,,2,60,Churn
Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,124,Remain
,No relevent experience,no_enrollment,Primary School,,2,,,2,46,Remain
Male,No relevent experience,Full time course,Masters,STEM,3,,NGO,2,57,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,101,Remain
Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,31,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,36,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,15,,,4,198,Remain
Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,31,Remain
,Has relevent experience,,Masters,STEM,9,50-99,Pvt Ltd,1,12,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,26,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,55,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,>4,8,Churn
Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,38,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,2,8,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,32,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,51,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,Remain
Male,Has relevent experience,Full time course,High School,,7,,,1,17,Remain
Male,No relevent experience,,,,3,,,never,24,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,1,19,Remain
Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,46,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,23,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,Remain
,No relevent experience,Full time course,Masters,STEM,4,,,never,46,Churn
,No relevent experience,Full time course,Graduate,Business Degree,<1,,,never,214,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,Remain
Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,22,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,65,Remain
,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,64,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,Remain
Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,52,Churn
,Has relevent experience,no_enrollment,Masters,STEM,14,,,>4,21,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,86,Remain
Male,No relevent experience,Full time course,Masters,STEM,5,,,4,288,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,53,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,,1,60,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,178,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,Remain
Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,1,62,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,,1,35,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,106,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,58,Remain
Male,Has relevent experience,Full time course,Masters,,,,,,44,Churn
Male,Has relevent experience,,Masters,STEM,6,50-99,Funded Startup,1,72,Remain
,Has relevent experience,no_enrollment,High School,,18,10000+,Pvt Ltd,1,80,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,166,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,25,Remain
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,109,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,37,Remain
,No relevent experience,Full time course,Graduate,STEM,4,,,never,55,Churn
Male,No relevent experience,,,,3,,,never,32,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,84,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,72,Remain
Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,1,47,Remain
Male,No relevent experience,Full time course,Graduate,STEM,12,,,4,47,Remain
Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,20,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,198,Churn
Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,64,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,Churn
Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,96,Remain
Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,306,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,8,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,48,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,98,Churn
,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,46,Remain
Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,53,Churn
Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,Remain
,No relevent experience,Full time course,Graduate,STEM,4,,,1,76,Remain
Male,No relevent experience,no_enrollment,Primary School,,1,,,never,43,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,32,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,54,Remain
,Has relevent experience,Full time course,Masters,STEM,8,Oct-49,Pvt Ltd,1,7,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,322,Churn
,Has relevent experience,no_enrollment,,,>20,500-999,,never,96,Remain
Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,1,53,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Funded Startup,1,161,Remain
Male,No relevent experience,no_enrollment,Masters,STEM,8,Oct-49,Pvt Ltd,1,11,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,6,Remain
Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,,1,72,Churn
Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,67,Remain
Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,50,Remain
Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,16,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,38,Remain
Other,Has relevent experience,no_enrollment,Graduate,Arts,5,Oct-49,Early Stage Startup,1,98,Remain
Male,No relevent experience,Part time course,Graduate,STEM,4,,,2,7,Churn
Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,88,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,112,Remain
Other,Has relevent experience,Full time course,Graduate,STEM,15,5000-9999,,never,30,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,9,Remain
Other,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,36,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,24,Remain
Male,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,28,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Public Sector,1,166,Remain
Male,Has relevent experience,Full time course,Masters,STEM,10,50-99,Pvt Ltd,2,61,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,24,Remain
Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,8,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,133,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,143,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,29,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,53,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,11,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,7,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,87,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Funded Startup,1,18,Remain
Male,Has relevent experience,no_enrollment,Graduate,Arts,9,1000-4999,Pvt Ltd,1,76,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,114,Remain
,No relevent experience,Full time course,High School,,5,,,,56,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,>4,30,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,80,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,14,1000-4999,Pvt Ltd,never,52,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,13,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,never,42,Remain
,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,1,56,Churn
Male,No relevent experience,no_enrollment,Primary School,,2,,,never,12,Churn
Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,36,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,67,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,13,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,100,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,1,58,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,18,Churn
,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,90,Churn
,No relevent experience,no_enrollment,Masters,STEM,6,10000+,,1,59,Remain
,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,35,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,2,11,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,15,Churn
Male,Has relevent experience,no_enrollment,Graduate,Other,10,50-99,Pvt Ltd,>4,206,Remain
,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,130,Remain
,No relevent experience,,,,1,,,never,30,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,88,Remain
,No relevent experience,no_enrollment,Masters,Business Degree,<1,10000+,Pvt Ltd,1,18,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,41,Remain
Male,Has relevent experience,Part time course,Masters,STEM,14,10000+,Pvt Ltd,2,16,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,95,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,,Public Sector,1,53,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,220,Churn
,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,21,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,94,Remain
Male,Has relevent experience,no_enrollment,Graduate,No Major,17,Oct-49,Pvt Ltd,3,20,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,8,,,never,47,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,60,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,78,Churn
,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,5,Remain
Male,Has relevent experience,no_enrollment,,,6,50-99,,1,20,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,Remain
Female,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,>4,206,Remain
Male,No relevent experience,no_enrollment,High School,,12,,,1,90,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,3,25,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,8,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,22,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,>4,90,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,56,Remain
Male,Has relevent experience,Full time course,High School,,10,,,2,81,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,120,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,18,Churn
,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,never,19,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,2,314,Remain
,No relevent experience,no_enrollment,Graduate,STEM,>20,,,2,15,Remain
Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,10,Remain
,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,>4,39,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,25,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Early Stage Startup,1,146,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,26,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,25,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,50,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,30,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,4,39,Remain
,No relevent experience,Full time course,High School,,<1,,,never,56,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,,1,82,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,32,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,43,Churn
Male,Has relevent experience,no_enrollment,,,15,100-500,Pvt Ltd,>4,15,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,21,Churn
Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,10000+,Pvt Ltd,2,226,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,60,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,9,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,50,Remain
Male,No relevent experience,Part time course,High School,,4,1000-4999,Pvt Ltd,1,280,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,,2,91,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,15,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,2,14,Remain
